NAME;STUSAB;INTPTLAT;INTPTLON
Red River;LA;32.1012125;-93.3490504
Haskell;TX;33.1759638;-99.730774
Logan;OK;35.9141514;-97.4507644
Cameron;LA;29.871812;-93.1649478
Hood;TX;32.430149;-97.8316766
Stanley;SD;44.4155468;-100.7491628
Clarke;AL;31.6855211;-87.8186244
Clinch;GA;30.9176531;-82.7026143
Cherokee;IA;42.7427375;-95.6332616
Lee;AR;34.7795048;-90.7797172
Quitman;GA;31.8629381;-85.0047978
Litchfield;CT;41.7918833;-73.2354042
North Slope;AK;69.4493427;-153.4728302
Lincoln;ME;43.9947814;-69.5136244
Williamsburg;VA;37.269481;-76.7081925
Ector;TX;31.8653008;-102.5425068
Yancey;NC;35.8893259;-82.3039535
Bailey;TX;34.0675209;-102.8303446
Montgomery;KY;38.0381086;-83.9124157
Alexander;IL;37.1836583;-89.3495158
Twin Falls;ID;42.352309;-114.6656386
Grand Traverse;MI;44.7186875;-85.5538484
Dickinson;KS;38.8677353;-97.1579434
Roger Mills;OK;35.7085544;-99.7415716
Fairfield;SC;34.3956685;-81.1270007
Juana Díaz;PR;17.9979735;-66.4904965
Washington;CO;39.9657899;-103.2097445
Borden;TX;32.7385899;-101.439199
Nemaha;KS;39.7910427;-96.0053805
Amador;CA;38.4435501;-120.6538563
Saline;AR;34.6485246;-92.674463
Meade;KS;37.2438862;-100.3600936
Phillips;MT;48.2501432;-107.9288973
Day;SD;45.355161;-97.5814295
Adams;IN;40.7457327;-84.9361303
Beauregard;LA;30.6450184;-93.3402526
Anderson;TX;31.8412614;-95.6617267
Caroline;VA;38.0303193;-77.3523482
Grant;SD;45.1726366;-96.7722606
Westmoreland;PA;40.3110682;-79.4666879
Roseau;MN;48.7610683;-95.8215042
Wahkiakum;WA;46.2946377;-123.4244583
Phelps;NE;40.5163647;-99.4065568
Fannin;TX;33.5911611;-96.1049882
Doniphan;KS;39.7885021;-95.1472253
Ketchikan Gateway;AK;55.4499378;-131.1066847
Davidson;NC;35.7951312;-80.207107
Tioga;PA;41.7668593;-77.2572881
Humboldt;NV;41.4079136;-118.1275915
Bond;IL;38.885924;-89.4365916
Tensas;LA;32.0014894;-91.342576
San Juan;CO;37.7810492;-107.6702567
Jackson;OR;42.4116214;-122.6756106
LaPorte;IN;41.5490129;-86.7447386
Crawford;IL;39.0027865;-87.7606193
Fulton;OH;41.5972639;-84.1242667
Worth;IA;43.373491;-93.2485332
Ripley;IN;39.1002257;-85.2604937
Franklin;IL;37.9918516;-88.9263215
Chambers;AL;32.9155039;-85.3940321
Putnam;TN;36.1409404;-85.4961801
Bottineau;ND;48.7944116;-100.8312572
Cottonwood;MN;44.0106386;-95.1831523
Sevier;AR;33.9948773;-94.2432792
Anchorage;AK;61.1742503;-149.2843294
Van Wert;OH;40.8555203;-84.5857751
Antrim;MI;45.0054553;-85.175639
Jackson;MI;42.2484738;-84.4208679
Pearl River;MS;30.7747929;-89.5869043
Kenton;KY;38.9305031;-84.5334381
Hawkins;TN;36.4520892;-82.931485
Oneida;WI;45.7161762;-89.5345333
East Carroll;LA;32.7301699;-91.2341409
Madison;KY;37.7255107;-84.2783618
Johnson;TX;32.3798207;-97.3649587
Fulton;IN;41.0503837;-86.265006
Warren;MS;32.3560946;-90.8523838
Hall;GA;34.3175689;-83.8184997
Garfield;CO;39.5993517;-107.9097802
Yauco;PR;18.0856688;-66.8579009
Hampden;MA;42.1361975;-72.6356476
Dickinson;IA;43.3896107;-95.1960572
Fauquier;VA;38.7440956;-77.8215005
Bayfield;WI;46.6341992;-91.1772815
Elliott;KY;38.1168826;-83.096116
Carson City;NV;39.1530598;-119.7473681
Cochise;AZ;31.8401287;-109.7751627
Bradford;FL;29.9523863;-82.1666793
Marion;MS;31.2301672;-89.821712
Peñuelas;PR;18.0266179;-66.7281249
Buena Vista;VA;37.7293448;-79.3581337
Adams;ND;46.0968146;-102.5331983
Tyler;TX;30.7692953;-94.3756561
Mora;NM;35.9828413;-104.9218975
Johnson;GA;32.6945842;-82.6639696
Monroe;AR;34.6795117;-91.2033099
Fayette;WV;38.0309328;-81.0860508
Rock;NE;42.394749;-99.4208512
Wythe;VA;36.8998674;-81.0830007
Walker;TX;30.7431631;-95.5698246
Vega Baja;PR;18.4551279;-66.3978832
Dodge;GA;32.164369;-83.1678658
Forest;WI;45.6668806;-88.7733265
Gage;NE;40.2552337;-96.6834528
Salt Lake;UT;40.6678828;-111.9242397
Hartford;CT;41.8060534;-72.7329157
Hayes;NE;40.5372337;-101.0479627
Elk;PA;41.4273317;-78.6539366
Newport News;VA;37.0761357;-76.5219802
Gray;TX;35.4025424;-100.8123736
Jackson;AR;35.5964674;-91.2232051
York;ME;43.4260188;-70.6684248
Attala;MS;33.0904678;-89.5886219
Starke;IN;41.2844785;-86.6446359
Ramsey;MN;45.0152037;-93.0999648
Pennington;MN;48.069247;-96.0377254
Jones;TX;32.7437089;-99.8744297
Vieques;PR;18.125418;-65.432474
Laramie;WY;41.2928302;-104.660395
Mitchell;TX;32.3041168;-100.9243924
Lexington;VA;37.7823316;-79.4443196
Greene;NC;35.481959;-77.6816876
Mercer;KY;37.8120852;-84.8796946
Franklin;NE;40.1832031;-98.96208
Woodson;KS;37.8881929;-95.7584691
Powell;MT;46.8442254;-112.9310998
Kusilvak;AK;62.2835878;-163.1901714
Coahoma;MS;34.2286699;-90.603165
Columbia;FL;30.2216509;-82.6233712
Throckmorton;TX;33.1706954;-99.205796
Conway;AR;35.265702;-92.6892479
Nodaway;MO;40.3611359;-94.8831457
Ransom;ND;46.4492764;-97.6475541
Meigs;TN;35.512203;-84.8161015
Clay;IA;43.0812244;-95.1498753
Greene;MO;37.2581957;-93.3406409
Lehigh;PA;40.6142409;-75.5906269
Cerro Gordo;IA;43.0749751;-93.2509646
Crockett;TX;30.7175316;-101.4042113
Logan;CO;40.7280911;-103.0904639
Latimer;OK;34.8751365;-95.2722625
Washington;OH;39.4506764;-81.4906359
Howard;IN;40.4835368;-86.1141178
Christian;KY;36.8920592;-87.4929864
Manistee;MI;44.3503855;-86.6029668
Texas;OK;36.7463169;-101.4838549
Putnam;GA;33.3210605;-83.3717898
Henderson;TN;35.6539945;-88.3876742
Lincoln;WV;38.1717696;-82.0776231
Tipton;TN;35.5002588;-89.766803
Gregg;TX;32.4863971;-94.8162759
Caroline;MD;38.8715306;-75.831662
Wood;OH;41.3601834;-83.6226821
Bear Lake;ID;42.2858922;-111.3275168
Lavaca;TX;29.3825778;-96.9236334
Fairfield;OH;39.747694;-82.626685
Skagit;WA;48.4932917;-121.8157703
Bibb;AL;33.0158929;-87.1271475
Corson;SD;45.6856708;-101.1796647
Owen;KY;38.4993945;-84.8415902
Houston;MN;43.6669899;-91.5015556
Nicholas;KY;38.338031;-84.0262231
Chesterfield;SC;34.6370178;-80.1592269
Webster;MS;33.6120605;-89.2839612
McDuffie;GA;33.4796231;-82.4787331
Keith;NE;41.1942448;-101.6444493
Brantley;GA;31.1973339;-81.9829779
Alpena;MI;44.894954;-83.4265739
Wayne;KY;36.8007715;-84.8265896
White;TN;35.9270486;-85.4557854
Dauphin;PA;40.4125646;-76.7926343
Thomas;NE;41.8557296;-100.5247028
Bell;TX;31.0427479;-97.4812697
Cherokee;AL;34.0695153;-85.6542417
Ulster;NY;41.9472124;-74.2654582
Sagadahoc;ME;43.9168446;-69.844227
Kossuth;IA;43.2124777;-94.213983
Harrison;IA;41.6885844;-95.8271491
Webster;IA;42.4335786;-94.1758309
Pope;IL;37.4171687;-88.5423737
Sanilac;MI;43.4491547;-82.6428148
Charlottesville;VA;38.0376579;-78.4853806
Butler;AL;31.751667;-86.6819689
Santa Barbara;CA;34.5370572;-120.0399729
Stonewall;TX;33.1795797;-100.2538069
Sonoma;CA;38.5251824;-122.9261095
Reagan;TX;31.3751911;-101.5143954
Iron;MO;37.5943638;-90.9846823
Gibson;IN;38.3173981;-87.5805231
Crawford;OH;40.8485244;-82.9247827
Nemaha;NE;40.3873891;-95.8527214
Nye;NV;37.9658636;-116.4590107
Stark;IL;41.0969077;-89.7974111
Becker;MN;46.9376289;-95.7417568
Oscoda;MI;44.6872574;-84.1269054
Rutland;VT;43.5808577;-73.0382023
Chesapeake;VA;36.6793761;-76.3017884
Adjuntas;PR;18.1816112;-66.7581652
Steele;ND;47.4510624;-97.71892
Portage;WI;44.4762457;-89.4980699
Schuyler;IL;40.1569048;-90.6134641
Garfield;NE;41.9068675;-98.951231
Forrest;MS;31.1885802;-89.2594467
Stephenson;IL;42.3497262;-89.6659942
Aibonito;PR;18.1306472;-66.2639743
Motley;TX;34.0578993;-100.7931519
Thurston;NE;42.1540613;-96.5339428
Monroe;KY;36.714077;-85.713508
Pittsylvania;VA;36.8217206;-79.3985019
Washtenaw;MI;42.2522168;-83.8434233
Highland;OH;39.1844221;-83.601359
Yolo;CA;38.6795955;-121.9024413
York;PA;39.9217514;-76.7288887
Major;OK;36.3131189;-98.5420147
Otter Tail;MN;46.4057273;-95.7145815
Toa Alta;PR;18.3645557;-66.2446686
Campbell;SD;45.7855747;-100.0021074
Ellis;TX;32.3468783;-96.7969403
Faulkner;AR;35.1465478;-92.3369277
Lake;MN;47.5171114;-91.4117038
St. Joseph;IN;41.6177233;-86.2880476
Ohio;KY;37.4778588;-86.844871
Ada;ID;43.4514767;-116.244376
Erie;PA;42.1179519;-80.0963858
Roberts;SD;45.6233973;-96.9475513
Cleveland;OK;35.2063756;-97.3230884
Washington;MN;45.037929;-92.890117
St. Francis;AR;35.0228383;-90.7515053
Amite;MS;31.2039333;-90.7955421
Polk;IA;41.6848158;-93.568971
Osage;OK;36.6242995;-96.408112
Cherokee;NC;35.1371499;-84.0614491
Doddridge;WV;39.2634805;-80.7012316
Tehama;CA;40.1261573;-122.2322737
Calloway;KY;36.6209783;-88.2740857
Pottawattamie;IA;41.3401835;-95.5449053
Fulton;GA;33.7900338;-84.4681816
Madison;TX;30.9668782;-95.9303719
Aurora;SD;43.7247191;-98.5775872
McKenzie;ND;47.7424751;-103.4032148
Perkins;SD;45.4833865;-102.4679947
Washington;AL;31.4052172;-88.1975644
Faribault;MN;43.6765219;-93.9472338
Terrell;TX;30.2323427;-102.0725126
Botetourt;VA;37.5654822;-79.7975457
Taylor;GA;32.5546668;-84.2514261
Warren;PA;41.8342984;-79.2981823
La Paz;AZ;33.7276104;-114.038806
Kalamazoo;MI;42.2462657;-85.5328544
Finney;KS;38.0498075;-100.7399674
Logan;IL;40.1292768;-89.3653086
Wapello;IA;41.0312751;-92.4094658
Woodward;OK;36.4256189;-99.2736609
Yamhill;OR;45.2478274;-123.3163993
Aguas Buenas;PR;18.2565236;-66.1284959
Southampton;VA;36.7200678;-77.1038135
Huron;OH;41.1450798;-82.594641
Pike;AR;34.1581907;-93.6586589
Mesa;CO;39.019524;-108.4605707
Leavenworth;KS;39.1895108;-95.038977
Pettis;MO;38.7273667;-93.2852073
Dolores;CO;37.7117226;-108.5241156
Clearwater;MN;47.5758729;-95.371117
Santa Cruz;CA;37.0124883;-122.007205
Blanco;TX;30.2664556;-98.399217
Frederick;VA;39.2036601;-78.2638291
Coffee;AL;31.402258;-85.9896022
Somerset;ME;45.5036458;-69.9561096
Montgomery;TX;30.2988009;-95.50295
Madison;MT;45.3252895;-111.9137914
Skagway;AK;59.5603794;-135.3382787
Gilmer;GA;34.6905055;-84.4546244
Otero;NM;32.6155988;-105.7513079
Quebradillas;PR;18.466357;-66.9276025
Livingston;MO;39.778587;-93.5482013
Clayton;GA;33.5426863;-84.3555727
Lac qui Parle;MN;44.9998559;-96.176836
Jackson;WI;44.3245897;-90.7995104
Brown;NE;42.3595618;-99.9239198
Gallatin;KY;38.7601027;-84.8621525
Bourbon;KY;38.2025623;-84.2098602
Piatt;IL;40.0090327;-88.5923546
Jefferson;IA;41.0058877;-91.9666345
Reynolds;MO;37.3664637;-90.9722821
Van Buren;MI;42.2821497;-86.3060762
Loudon;TN;35.7350854;-84.3140848
Gordon;GA;34.5096669;-84.8738622
Highlands;FL;27.3410799;-81.3423534
Scotts Bluff;NE;41.8503306;-103.7015494
Bonneville;ID;43.3951708;-111.6218783
Green;KY;37.2753816;-85.5784829
Ziebach;SD;44.9897638;-101.6608274
Canóvanas;PR;18.329872;-65.8851394
Cumberland;NC;35.0501921;-78.8287187
Sully;SD;44.722325;-100.1313985
Kenosha;WI;42.5797034;-87.4250046
Ottawa;MI;42.9424607;-86.6549462
Chaffee;CO;38.7382234;-106.3166833
Stark;ND;46.8170312;-102.6620262
Shasta;CA;40.7605142;-122.0435556
Vermilion;LA;29.7897222;-92.2915678
Wilkes;NC;36.2088833;-81.1660949
Berrien;MI;41.7913818;-86.7425435
Montmorency;MI;45.0241337;-84.1301067
St. Clair;IL;38.4701976;-89.9285459
Edwards;TX;29.9858774;-100.3073732
Hamilton;IL;38.0852273;-88.5390093
Sweetwater;WY;41.6603282;-108.8756774
Craighead;AR;35.8277285;-90.6314213
Talladega;AL;33.3693135;-86.1759302
Shiawassee;MI;42.9515446;-84.1463518
Franklin;VA;36.6840142;-76.9413956
Stevens;KS;37.2017002;-101.3172684
Baldwin;AL;30.6592183;-87.7460666
Talbot;GA;32.7046026;-84.5300288
Dawson;GA;34.4426077;-84.1732611
Preble;OH;39.7388104;-84.6447584
Otero;CO;37.8841698;-103.7212597
Douglas;GA;33.7012421;-84.7673139
Orange;NC;36.0625255;-79.120034
Putnam;NY;41.4279067;-73.7438608
Comanche;TX;31.9516447;-98.5496169
Ste. Genevieve;MO;37.8858449;-90.1615306
Sherman;NE;41.2187425;-98.9728492
Williamson;TX;30.6490817;-97.6050646
Marathon;WI;44.8980363;-89.757823
Whatcom;WA;48.8426531;-121.8364325
Boone;AR;36.3042991;-93.0792364
Lewis;MO;40.0845592;-91.7288031
Beckham;OK;35.2706008;-99.6900574
Asotin;WA;46.1818612;-117.2277813
Orleans;NY;43.5022867;-78.2297258
Otsego;MI;45.0217871;-84.5766031
Yellow Medicine;MN;44.7157358;-95.862756
Breathitt;KY;37.5178069;-83.3171582
Marion;SC;34.0836195;-79.3540014
Boone;IA;42.038642;-93.938358
Pitt;NC;35.5924897;-77.3727387
Jasper;IA;41.6855513;-93.0541468
Lee;TX;30.3214983;-96.9768226
Alameda;CA;37.6471385;-121.912488
Thomas;KS;39.3577126;-101.0833859
Ottawa;KS;39.1379632;-97.6548025
Shelby;TN;35.1837942;-89.895397
Grayson;KY;37.4585771;-86.3440113
Park;WY;44.4923865;-109.5935975
Buchanan;IA;42.4703284;-91.8386658
Kittson;MN;48.7760403;-96.7803493
Morgan;MO;38.4208062;-92.8748346
Bledsoe;TN;35.5935612;-85.2059104
Laurens;GA;32.3932197;-82.9263171
New York;NY;40.7766419;-73.9701871
Dallas;AR;33.9678233;-92.6539989
Fredericksburg;VA;38.2992718;-77.4866583
Dickens;TX;33.6153628;-100.7876173
Pepin;WI;44.6274362;-91.8348898
Kiowa;KS;37.5612311;-99.2865389
Hutchinson;TX;35.837047;-101.3627461
Val Verde;TX;29.8752853;-101.1433237
Iowa;WI;43.0010208;-90.1336915
Alachua;FL;29.6757403;-82.357221
Bucks;PA;40.3368872;-75.10706
Glacier;MT;48.7056706;-112.9905023
Santa Rosa;FL;30.7012689;-87.01289
Rockcastle;KY;37.3610502;-84.3143684
Miami;IN;40.7728833;-86.0442575
McLean;KY;37.5267075;-87.2655972
Umatilla;OR;45.5911997;-118.7338795
Oglala Lakota;SD;43.3335802;-102.5616865
Indian River;FL;27.7005283;-80.5747894
Pike;PA;41.3259485;-75.0315143
Rooks;KS;39.3460064;-99.3244921
Forsyth;GA;34.225143;-84.1274075
Sanborn;SD;44.0189419;-98.0917093
Grady;OK;35.0210581;-97.8868902
Menominee;WI;44.9913041;-88.6692512
Valencia;NM;34.7168404;-106.8065821
Door;WI;45.0934165;-87.0486828
Camden;MO;38.0265275;-92.7653271
Garfield;OK;36.3780539;-97.7884503
Lenawee;MI;41.8960225;-84.0743563
Armstrong;TX;34.964179;-101.3566363
Marengo;AL;32.2475911;-87.791091
DeKalb;AL;34.460929;-85.803992
Franklin;VT;44.8589643;-72.9094023
Refugio;TX;28.3221157;-97.1624723
Decatur;IA;40.7363787;-93.7845799
Edmonson;KY;37.2275136;-86.2180153
Allegany;MD;39.6123134;-78.7031037
Orange;IN;38.5473812;-86.489257
Pocahontas;IA;42.7340333;-94.6782789
Clark;AR;34.0533162;-93.1762085
Schleicher;TX;30.8962331;-100.5272161
Pratt;KS;37.6475943;-98.7401199
King and Queen;VA;37.7177719;-76.9055814
Cumberland;IL;39.273121;-88.2406193
Scott;IN;38.6794309;-85.7518981
Muskogee;OK;35.6175506;-95.3839106
Parker;TX;32.7770964;-97.8059049
Long;GA;31.7495633;-81.7428697
St. Joseph;MI;41.9114878;-85.5228703
Union;NJ;40.6598707;-74.3086957
Dutchess;NY;41.7547699;-73.7400411
Hot Springs;WY;43.7202092;-108.4350765
Mills;TX;31.4948885;-98.5946231
Sabine;TX;31.3432997;-93.8519129
Vernon;WI;43.5993661;-90.8219835
Mayes;OK;36.303804;-95.2356382
Blaine;ID;43.394192;-113.9553713
Denver;CO;39.7618502;-104.8811054
Alleghany;NC;36.4893563;-81.1322987
Cotton;OK;34.290676;-98.3734379
Washington;MO;37.9426107;-90.8970179
Adams;IL;39.9860525;-91.1949607
Darlington;SC;34.3321854;-79.9621155
Waushara;WI;44.1128231;-89.2397862
Juneau;AK;58.3729099;-134.1784454
Dawes;NE;42.7112144;-103.1348721
Ogemaw;MI;44.3332801;-84.1280728
Duval;TX;27.6811232;-98.4973933
Lafayette;WI;42.6555782;-90.1302916
Marion;AL;34.1382194;-87.881551
Harlan;KY;36.8592233;-83.2214968
Charlotte;VA;37.0090421;-78.6585682
Wells;ND;47.5808513;-99.6822135
Delaware;OH;40.2789411;-83.0074622
Carson;TX;35.4054961;-101.3553558
Burke;GA;33.0601805;-82.0001638
Minidoka;ID;42.8572114;-113.6398404
Daviess;KY;37.731671;-87.087139
Oregon;MO;36.6853104;-91.4018272
Oceana;MI;43.6472546;-86.8075751
Bullock;AL;32.1017589;-85.7172613
Cortland;NY;42.594039;-76.0762398
Chester;PA;39.9740287;-75.749752
Prince George's;MD;38.8292875;-76.84818
Mahoning;OH;41.0108798;-80.7703956
Richmond;NY;40.5612628;-74.1398995
Lake of the Woods;MN;48.7681003;-94.9046335
Trempealeau;WI;44.3030501;-91.3588668
Linn;KS;38.2165494;-94.8449321
Calhoun;AR;33.5604604;-92.513879
Ouray;CO;38.1547313;-107.7884802
Montgomery;TN;36.5003535;-87.3808865
McLean;ND;47.5304586;-101.3530871
Dallas;AL;32.3335397;-87.1143556
Wilson;NC;35.7003569;-77.9215978
Henry;TN;36.325295;-88.3002878
Grant;IN;40.5157575;-85.6549455
Stephens;GA;34.5529139;-83.2902156
Cooke;TX;33.6391964;-97.2103433
Lee;FL;26.5590348;-81.8919943
Shenandoah;VA;38.856204;-78.5739867
Hopkins;KY;37.3110702;-87.5421956
Graham;AZ;32.9318277;-109.8783103
Wibaux;MT;46.9629657;-104.2745184
Wilcox;GA;31.9627199;-83.4382586
Payette;ID;44.00243;-116.7502379
Concho;TX;31.3188831;-99.8636485
Obion;TN;36.3579958;-89.1500236
Cook;MN;47.538569;-90.2901889
Carbon;MT;45.2244683;-109.0285543
Burnett;WI;45.8668974;-92.3757305
Pender;NC;34.5125561;-77.8881063
Fairfield;CT;41.2274128;-73.3670614
Norfolk;VA;36.9230149;-76.2446413
Weston;WY;43.8462133;-104.5700202
Jeff Davis;GA;31.8116153;-82.6368248
Marion;TX;32.7981821;-94.3568533
Jay;IN;40.434956;-85.0023313
Summers;WV;37.6559986;-80.856325
Lawrence;AL;34.529776;-87.3218651
Sherman;TX;36.2785929;-101.8992648
Lincoln;MO;39.0622547;-90.9629165
Atascosa;TX;28.8914775;-98.535381
Oconee;GA;33.8341247;-83.4377284
Madison;FL;30.4472325;-83.4704159
Seward;NE;40.8719439;-97.140383
Carroll;OH;40.5798841;-81.090787
St. Helena;LA;30.8225386;-90.7083074
Winnebago;WI;44.0857068;-88.6681488
Dawson;MT;47.2661301;-104.8982713
Apache;AZ;35.385084;-109.4901722
Seminole;GA;30.9339599;-84.8676853
Gillespie;TX;30.3250913;-98.9418512
King George;VA;38.2771799;-77.1626355
Lebanon;PA;40.3714482;-76.4648185
Dade;MO;37.4323495;-93.854878
Meigs;OH;39.0898068;-82.0283968
Murray;OK;34.4857664;-97.0715567
Kent;DE;39.0970884;-75.5029819
Ravalli;MT;46.0777441;-114.105795
Marshall;KS;39.7827091;-96.5212426
Valley;MT;48.3498496;-106.6704238
Warren;VA;38.9082214;-78.207594
Fayette;IN;39.6396552;-85.1850315
Hamilton;NE;40.8728173;-98.0223294
Monroe;GA;33.0174352;-83.9229376
Gibson;TN;35.9916316;-88.9338117
Prince George;VA;37.1873255;-77.2209931
Eddy;ND;47.7234355;-98.9004745
Pierce;WA;47.0514128;-122.1532402
Cimarron;OK;36.7483904;-102.5176984
Nance;NE;41.4023855;-97.9914083
Glenn;CA;39.6025462;-122.4016998
Belknap;NH;43.5191091;-71.4253661
Richmond;VA;37.9428936;-76.7305609
Hempstead;AR;33.735953;-93.6643553
Sauk;WI;43.428001;-89.9433184
James City;VA;37.3248367;-76.7778878
Tangipahoa;LA;30.6215313;-90.4066303
Crook;OR;44.1630537;-120.3715849
Terrell;GA;31.7771909;-84.4394464
McLeod;MN;44.8216571;-94.2723231
Lewis;WA;46.5800714;-122.3774443
Wallace;KS;38.9266259;-101.7711031
Franklin;ID;42.1736093;-111.8229653
Greene;AL;32.8444965;-87.9642005
Palo Alto;IA;43.0753374;-94.6690546
Dodge;MN;44.0207056;-92.8693529
Freeborn;MN;43.6742019;-93.3502887
Barnstable;MA;41.7990145;-70.2118803
Effingham;IL;39.0479445;-88.5928488
Henry;OH;41.3315843;-84.0688996
Mercer;ND;47.3071473;-101.8333279
Boone;MO;38.9898614;-92.3102022
Lynn;TX;33.1784124;-101.8184933
Coal;OK;34.5828612;-96.288039
Kimball;NE;41.1992736;-103.7031528
Cook;IL;41.8942937;-87.6454546
Greenwood;SC;34.1557959;-82.1278759
Lassen;CA;40.7210862;-120.6299518
Champaign;OH;40.1327753;-83.7676037
Kendall;TX;29.9435246;-98.7092693
Emmons;ND;46.2842552;-100.2378424
St. Bernard;LA;29.9181102;-89.2634941
Prince of Wales-Hyder;AK;55.6827733;-133.1623885
Grant;OR;44.4963261;-119.0140572
Cibola;NM;34.9282721;-107.9926805
Kidder;ND;46.9382725;-99.731198
Schuylkill;PA;40.703682;-76.2177878
Slope;ND;46.4458338;-103.462462
Sumter;AL;32.5974811;-88.2000571
Henrico;VA;37.6312689;-77.6519216
Hays;TX;30.0612247;-98.0292673
Franklin;VA;36.9911862;-79.8827149
Cambria;PA;40.5102221;-78.7104783
Creek;OK;35.9077324;-96.3797931
Elkhart;IN;41.6006928;-85.8639864
Humphreys;TN;36.0408218;-87.7904526
Gove;KS;38.9172385;-100.4873598
Howard;MD;39.2522639;-76.9244057
Winkler;TX;31.8328615;-103.0549246
Jackson;SD;43.677506;-101.6263229
St. James;LA;30.0247772;-90.7939562
Arlington;VA;38.8783374;-77.1007034
Collingsworth;TX;34.9633577;-100.2721351
Wise;TX;33.2190947;-97.6539968
Jones;GA;33.0216636;-83.5621958
Green;WI;42.6755218;-89.6050743
Rapides;LA;31.1932037;-92.5359531
Phelps;MO;37.8663263;-91.7903492
Wilkin;MN;46.3623354;-96.476657
Pike;IL;39.6251059;-90.8890344
Hinsdale;CO;37.8211654;-107.3382613
Johnston;OK;34.3134553;-96.6542545
Bracken;KY;38.6803649;-84.1152351
Florence;WI;45.8718277;-88.4069879
Richland;ND;46.2652192;-96.9379599
Clearwater;ID;46.67257;-115.6535003
Todd;SD;43.2087936;-100.7076636
Turner;SD;43.3086698;-97.1501851
Oneida;NY;43.2427273;-75.4342824
Platte;WY;42.1315927;-104.9539626
Benton;WA;46.2281252;-119.5166594
Jefferson;LA;29.522281;-90.081001
Accomack;VA;37.7659435;-75.7578073
Kent;MI;43.0324971;-85.547446
San Joaquin;CA;37.9349815;-121.272244
Gloucester;NJ;39.7228745;-75.1456793
Taylor;IA;40.7379489;-94.6971082
Marion;IL;38.6482361;-88.9203624
Scott;IA;41.6420791;-90.6222889
Dodge;NE;41.5770082;-96.6458526
Brazoria;TX;29.1678175;-95.434647
Irwin;GA;31.6043062;-83.2770374
Moniteau;MO;38.6330371;-92.5836417
Burke;NC;35.746182;-81.7061795
Woodbury;IA;42.3932198;-96.0532956
Union;FL;30.0542796;-82.366918
Rabun;GA;34.8839345;-83.4048701
Kodiak Island;AK;57.7044003;-153.9183721
Shelby;KY;38.2390111;-85.2282471
Clarendon;SC;33.6646821;-80.2178886
Benton;AR;36.3378189;-94.2562984
Russell;AL;32.2898113;-85.1869798
Bryan;OK;33.9640035;-96.2641365
Lajas;PR;17.9785111;-67.0401109
Ouachita;LA;32.480932;-92.1515814
Imperial;CA;33.0408143;-115.3554001
Lamb;TX;34.0688615;-102.3480182
Washington;ID;44.4482229;-116.7977917
Pipestone;MN;44.0153614;-96.2570147
Latah;ID;46.8189202;-116.7309737
Lake;MT;47.6429007;-114.0836866
Seward;KS;37.1809599;-100.8552566
Thomas;GA;30.8646195;-83.9198155
Comerío;PR;18.2250315;-66.2194806
Union;SC;34.6903965;-81.6158961
Clark;WA;45.7717295;-122.4859533
Ellsworth;KS;38.7008451;-98.2053552
Adams;MS;31.4862243;-91.3517966
Livingston;LA;30.4404194;-90.7274738
Douglas;CO;39.325414;-104.9259871
Lake;CA;39.0948019;-122.7467569
Bacon;GA;31.5502095;-82.4514325
Knox;IL;40.9309446;-90.2137921
Wichita;KS;38.4819222;-101.3474341
McHenry;IL;42.3242982;-88.452245
Deuel;NE;41.1119026;-102.332609
Drew;AR;33.5872418;-91.7227781
Jefferson;AL;33.5534439;-86.8965359
Dade;GA;34.8524237;-85.5062006
Henderson;IL;40.814471;-90.9412464
Jones;MS;31.6166011;-89.1685317
Blue Earth;MN;44.0337104;-94.0640122
Maury;TN;35.6156963;-87.0777632
Jim Wells;TX;27.7335157;-98.0908141
Jackson;KS;39.4111453;-95.794485
Wallowa;OR;45.593753;-117.1855796
Poquoson;VA;37.1283599;-76.3035337
Chester;SC;34.6893424;-81.1612488
Clark;NV;36.2142575;-115.013812
Allegany;NY;42.2478532;-78.0261531
Franklin;GA;34.3752657;-83.2275325
Harrison;KY;38.4445776;-84.3341313
Greene;PA;39.8477067;-80.2256552
Aitkin;MN;46.6024464;-93.41976
McLennan;TX;31.5495958;-97.2015108
Sumner;TN;36.473443;-86.4597975
Walton;GA;33.7838866;-83.731829
Orange;VT;44.0033924;-72.3696871
Decatur;IN;39.3059799;-85.499831
Alleghany;VA;37.7879048;-80.008669
Rock;MN;43.6695866;-96.2632376
Brown;OH;38.9313769;-83.8667723
Douglas;MO;36.9465168;-92.5158918
Searcy;AR;35.8963868;-92.6958884
Montgomery;MS;33.5007144;-89.6396251
Hopkins;TX;33.1489673;-95.5654337
McCurtain;OK;34.1170728;-94.7660863
Herkimer;NY;43.407489;-75.011683
Union;TN;36.2841401;-83.8360878
Ashland;WI;46.5444245;-90.6796907
Clinton;PA;41.262624;-77.69636
Vilas;WI;46.049848;-89.501254
Linn;IA;42.0779506;-91.5976735
Muscogee;GA;32.510197;-84.874946
Atchison;KS;39.5325441;-95.3133975
Isle of Wight;VA;36.9014184;-76.7075688
Washington;WI;43.391156;-88.2329166
Stewart;TN;36.4584642;-87.8118894
Rio Blanco;CO;39.9726223;-108.2007155
Morgan;CO;40.263159;-103.8122102
Forsyth;NC;36.1324661;-80.2569608
Sullivan;PA;41.4392848;-76.5117166
