,name,lat,long
1259,Imperial CA,33.0408143,-115.3554001
1260,Lamb TX,34.0688615,-102.3480182
1261,Washington ID,44.4482229,-116.7977917
1262,Pipestone MN,44.0153614,-96.2570147
1263,Latah ID,46.8189202,-116.7309737
1264,Lake MT,47.6429007,-114.0836866
1265,Seward KS,37.1809599,-100.8552566
1266,Thomas GA,30.8646195,-83.9198155
1267,Comerío PR,18.2250315,-66.2194806
1268,Union SC,34.6903965,-81.6158961
1269,Clark WA,45.7717295,-122.4859533
1270,Ellsworth KS,38.7008451,-98.2053552
1271,Adams MS,31.4862243,-91.3517966
1272,Livingston LA,30.4404194,-90.7274738
1273,Douglas CO,39.325414,-104.9259871
1274,Lake CA,39.0948019,-122.7467569
1275,Bacon GA,31.5502095,-82.4514325
1276,Knox IL,40.9309446,-90.2137921
1277,Wichita KS,38.4819222,-101.3474341
1278,McHenry IL,42.3242982,-88.452245
1279,Deuel NE,41.1119026,-102.332609
1280,Drew AR,33.5872418,-91.7227781
1281,Jefferson AL,33.5534439,-86.8965359
1282,Dade GA,34.8524237,-85.5062006
1283,Henderson IL,40.814471,-90.9412464
1284,Jones MS,31.6166011,-89.1685317
1285,Blue Earth MN,44.0337104,-94.0640122
1286,Maury TN,35.6156963,-87.0777632
1287,Jim Wells TX,27.7335157,-98.0908141
1288,Jackson KS,39.4111453,-95.794485
1289,Wallowa OR,45.593753,-117.1855796
1290,Poquoson VA,37.1283599,-76.3035337
1291,Chester SC,34.6893424,-81.1612488
1292,Clark NV,36.2142575,-115.013812
1293,Allegany NY,42.2478532,-78.0261531
1294,Franklin GA,34.3752657,-83.2275325
1295,Harrison KY,38.4445776,-84.3341313
1296,Greene PA,39.8477067,-80.2256552
1297,Aitkin MN,46.6024464,-93.41976
1298,McLennan TX,31.5495958,-97.2015108
1299,Sumner TN,36.473443,-86.4597975
1300,Walton GA,33.7838866,-83.731829
1301,Orange VT,44.0033924,-72.3696871
1302,Decatur IN,39.3059799,-85.499831
1303,Alleghany VA,37.7879048,-80.008669
1304,Rock MN,43.6695866,-96.2632376
1305,Brown OH,38.9313769,-83.8667723
1306,Douglas MO,36.9465168,-92.5158918
1307,Searcy AR,35.8963868,-92.6958884
1308,Montgomery MS,33.5007144,-89.6396251
1309,Hopkins TX,33.1489673,-95.5654337
1310,McCurtain OK,34.1170728,-94.7660863
1311,Herkimer NY,43.407489,-75.011683
1312,Union TN,36.2841401,-83.8360878
1313,Ashland WI,46.5444245,-90.6796907
1314,Clinton PA,41.262624,-77.69636
1315,Vilas WI,46.049848,-89.501254
1316,Linn IA,42.0779506,-91.5976735
1317,Muscogee GA,32.510197,-84.874946
1318,Atchison KS,39.5325441,-95.3133975
1319,Isle of Wight VA,36.9014184,-76.7075688
1320,Washington WI,43.391156,-88.2329166
1321,Stewart TN,36.4584642,-87.8118894
1322,Rio Blanco CO,39.9726223,-108.2007155
1323,Morgan CO,40.263159,-103.8122102
1324,Forsyth NC,36.1324661,-80.2569608
1325,Sullivan PA,41.4392848,-76.5117166
1326,Jewell KS,39.7770021,-98.2226184
1327,Blaine OK,35.877782,-98.4289343
1328,Kittitas WA,47.1244411,-120.6767092
1329,Presidio TX,30.0058912,-104.2616192
1330,Graham KS,39.3549716,-99.8798939
1331,Autauga AL,32.5322367,-86.6464395
1332,Okanogan WA,48.5484533,-119.7422347
1333,Garrett MD,39.5472985,-79.2746192
1334,Moca PR,18.3776374,-67.0795736
1335,Clark IN,38.4762174,-85.7111221
1336,Outagamie WI,44.4182258,-88.4649883
1337,Crawford AR,35.5830114,-94.2362187
1338,Lincoln NE,41.0503221,-100.7444808
1339,Cass TX,33.0836979,-94.3575786
1340,Tate MS,34.6495527,-89.9431054
1341,Henry IL,41.3500209,-90.1308378
1342,Lincoln OR,44.6410607,-123.9112121
1343,Greene IL,39.3554391,-90.3876823
1344,Vernon LA,31.1105625,-93.1815202
1345,Manatí PR,18.444646,-66.4928837
1346,Washington VA,36.7478138,-81.9503218
1347,Calhoun MS,33.9366339,-89.3371142
1348,Iron WI,46.32655,-90.2612985
1349,Presque Isle MI,45.4895147,-83.3840186
1350,Sullivan NY,41.7199928,-74.7715769
1351,Lee NC,35.4763365,-79.1721174
1352,Lincoln KS,39.0472801,-98.2142837
1353,Rockdale GA,33.6520811,-84.0263696
1354,Burt NE,41.8541794,-96.3377462
1355,Barbour AL,31.8702531,-85.4051035
1356,Rice MN,44.3507339,-93.2985052
1357,Towns GA,34.9025294,-83.7322645
1358,Tyler WV,39.465634,-80.8772193
1359,Douglas WA,47.7417625,-119.6946219
1360,Coke TX,31.8771104,-100.6352305
1361,New Hanover NC,34.183442,-77.8642088
1362,St. Mary's MD,38.2202894,-76.5303837
1363,Torrance NM,34.5549784,-105.8905574
1364,Chase KS,38.2994749,-96.5940289
1365,Bryan GA,32.0179692,-81.4385431
1366,Ritchie WV,39.1771118,-81.0663167
1367,Beaver UT,38.357535,-113.2389481
1368,Saginaw MI,43.3282667,-84.05541
1369,Guaynabo PR,18.3443567,-66.1140555
1370,Magoffin KY,37.698983,-83.069721
1371,Culberson TX,31.4459085,-104.5269447
1372,Telfair GA,31.9136406,-82.9310634
1373,Osceola IA,43.3785421,-95.6337878
1374,Saline IL,37.7515083,-88.5450236
1375,Breckinridge KY,37.777988,-86.4329188
1376,Belmont OH,40.0176819,-80.9677268
1377,Martin MN,43.6771181,-94.5372525
1378,Whiteside IL,41.7506733,-89.9110045
1379,El Paso TX,31.7664803,-106.2414235
1380,Quitman MS,34.2528327,-90.2901707
1381,Wilkinson MS,31.1610908,-91.3246169
1382,West Feliciana LA,30.872701,-91.4210081
1383,Juab UT,39.71412,-112.790471
1384,Stephens OK,34.4813609,-97.8556068
1385,Shelby MO,39.7975309,-92.0887194
1386,Yoakum TX,33.1623979,-102.8322422
1387,Sunflower MS,33.6055289,-90.5950901
1388,Chattooga GA,34.4741785,-85.3452894
1389,Spencer KY,38.0254107,-85.3171741
1390,Morovis PR,18.3190261,-66.4205568
1391,Houghton MI,46.998427,-88.6519034
1392,Pope AR,35.456557,-93.0268181
1393,Jefferson MT,46.1242317,-112.0594284
1394,Fairfax VA,38.8295203,-77.2732524
1395,Anderson TN,36.1167307,-84.1954177
1396,Washington PA,40.2000054,-80.2521319
1397,Mason WA,47.3541257,-123.1738498
1398,Missoula MT,47.0272632,-113.8926911
1399,Guthrie IA,41.6835728,-94.5012723
1400,Glynn GA,31.2127098,-81.4964503
1401,Gregory SD,43.1751423,-99.2065908
1402,Barnwell SC,33.2605516,-81.4342278
1403,Etowah AL,34.0476407,-86.0342629
1404,Buffalo WI,44.3856333,-91.761294
1405,Medina OH,41.1161743,-81.8997641
1406,Franklin WA,46.5345799,-118.9069436
1407,Butler NE,41.2260724,-97.1320395
1408,Henry MO,38.3864909,-93.7926278
1409,Phillips KS,39.7845058,-99.3421498
1410,Naranjito PR,18.2899204,-66.2534399
1411,Riley KS,39.2912114,-96.7274889
1412,Hale AL,32.7527958,-87.6230608
1413,Rockwall TX,32.8986766,-96.4044017
1414,Custer ID,44.273351,-114.2522675
1415,Hubbard MN,47.0955506,-94.9132898
1416,Saline NE,40.5168024,-97.131755
1417,Bedford TN,35.5136604,-86.4582939
1418,Baker OR,44.7034268,-117.6919334
1419,Ventura CA,34.3587415,-119.1331432
1420,Calhoun IA,42.3861699,-94.6436829
1421,Sabana Grande PR,18.0844832,-66.9476086
1422,Clearfield PA,41.0002489,-78.473749
1423,Baraga MI,46.6958592,-88.3618101
1424,Big Horn WY,44.5251167,-107.9948477
1425,Ward ND,48.2166858,-101.5405369
1426,Tippah MS,34.7636183,-88.9188185
1427,Mariposa CA,37.5700295,-119.9128613
1428,Scott MN,44.651805,-93.5337311
1429,Lawrence TN,35.2204764,-87.396546
1430,Nantucket MA,41.3058778,-70.1419099
1431,Bamberg SC,33.2030211,-81.0531607
1432,DeKalb IL,41.8946125,-88.768991
1433,Hemphill TX,35.8159564,-100.2792102
1434,Randolph AR,36.3412985,-91.0284409
1435,Haralson GA,33.7951646,-85.2200629
1436,Alexander NC,35.9209506,-81.1774668
1437,Chester TN,35.420253,-88.6113533
1438,Wayne IA,40.7399827,-93.3326126
1439,Nelson ND,47.9186666,-98.2044278
1440,Mercer PA,41.3000142,-80.2527863
1441,White IL,38.0873259,-88.1786227
1442,Fond du Lac WI,43.7547219,-88.493284
1443,Kewaunee WI,44.5010324,-87.1633039
1444,Parmer TX,34.5321628,-102.7848533
1445,Russell KS,38.9160397,-98.7709489
1446,Richland LA,32.413158,-91.7483534
1447,Winston AL,34.1545665,-87.3653458
1448,Foard TX,33.9633063,-99.8168285
1449,San Bernardino CA,34.8572198,-116.1811967
1450,Douglas NE,41.2970908,-96.1540664
1451,Fairfax VA,38.8531833,-77.2990252
1452,Fayette KY,38.0406751,-84.4582743
1453,Pottawatomie OK,35.2113928,-96.957007
1454,Kenai Peninsula AK,60.360766,-152.0526403
1455,Eau Claire WI,44.7263547,-91.2864137
1456,Livingston IL,40.8943761,-88.5528518
1457,Dawson TX,32.742528,-101.9487714
1458,Valdez-Cordova AK,61.3498431,-145.0231093
1459,Lyman SD,43.8948122,-99.8419253
1460,Webster LA,32.7321522,-93.3398245
1461,Yuba CA,39.27013,-121.3442587
1462,St. Charles MO,38.7811023,-90.6749153
1463,Evans GA,32.1530834,-81.890153
1464,Glasscock TX,31.8680062,-101.5214944
1465,Foster ND,47.4714315,-98.8728755
1466,Merrick NE,41.1697896,-98.0310573
1467,Taylor WI,45.2116558,-90.5048529
1468,Pike MS,31.1775159,-90.3977254
1469,Woodford IL,40.789787,-89.2105871
1470,Fountain IN,40.1212366,-87.2348725
1471,Ashley AR,33.1908354,-91.7722672
1472,Grant NE,41.9139574,-101.7559645
1473,Loíza PR,18.4750387,-65.90328
1474,Craig OK,36.7638896,-95.2015531
1475,Hunt TX,33.1233077,-96.0842298
1476,Sharp AR,36.1733989,-91.4710689
1477,Jefferson WI,43.0138045,-88.7739847
1478,Dinwiddie VA,37.0734984,-77.6354922
1479,Leflore MS,33.5497896,-90.2949343
1480,Jefferson OH,40.3993836,-80.7635272
1481,Okfuskee OK,35.466804,-96.3277619
1482,Arecibo PR,18.4340042,-66.6749944
1483,Osborne KS,39.3482608,-98.7679416
1484,Fremont IA,40.7425902,-95.5991816
1485,Mecklenburg NC,35.2468623,-80.8338317
1486,Merced CA,37.1948063,-120.7228019
1487,Weakley TN,36.3035963,-88.7211938
1488,Morgan AL,34.4544844,-86.8464021
1489,Grand Isle VT,44.8017867,-73.300759
1490,Warren NJ,40.8534914,-75.0094978
1491,Charles MD,38.4728532,-77.0154272
1492,Cleveland AR,33.8932006,-92.1887141
1493,Edwards KS,37.8835945,-99.3047457
1494,Chaves NM,33.3616045,-104.4698374
1495,Powder River MT,45.4089262,-105.555344
1496,Pershing NV,40.439639,-118.4094765
1497,Bernalillo NM,35.053628,-106.6690805
1498,Salem NJ,39.5738282,-75.3573559
1499,Brevard FL,28.2983112,-80.7003334
1500,Liberty FL,30.2598494,-84.8685805
1501,Madison IN,40.166203,-85.7224543
1502,Kiowa CO,38.387663,-102.7568494
1503,Hamilton IA,42.3907681,-93.709198
1504,Bristol RI,41.7068313,-71.2866369
1505,Elmore AL,32.597229,-86.1427347
1506,Loudoun VA,39.0812,-77.6388976
1507,Nash NC,35.9659447,-77.9875546
1508,Marion KY,37.552604,-85.2689592
1509,Houston GA,32.4582875,-83.6625217
1510,Delta MI,45.8052288,-86.9019375
1511,Caldwell KY,37.1486421,-87.8705095
1512,Casey KY,37.3219623,-84.9282195
1513,Meade KY,37.9674757,-86.2008628
1514,Bronx NY,40.8487111,-73.852939
1515,Perkins NE,40.8576462,-101.6274676
1516,Calhoun TX,28.4417191,-96.5795739
1517,Allen KY,36.7507703,-86.192458
1518,Walsh ND,48.3769789,-97.7222304
1519,Morgan TN,36.138697,-84.6392616
1520,Custer CO,38.1019955,-105.3735123
1521,Newton IN,40.9623985,-87.4021716
1522,Fulton AR,36.3836192,-91.8196636
1523,Clark ID,44.290218,-112.3546128
1524,Nobles MN,43.6776863,-95.7631323
1525,Jerome ID,42.6913953,-114.2620858
1526,Carroll AR,36.3373704,-93.5409718
1527,Wells IN,40.7352727,-85.2129742
1528,Lawrence KY,38.0744531,-82.7382903
1529,Leon TX,31.3004926,-95.9956219
1530,Pitkin CO,39.2175376,-106.9161587
1531,Miner SD,44.0215411,-97.608122
1532,Ciales PR,18.2959127,-66.5155884
1533,Northumberland VA,37.8569736,-76.3796872
1534,Green Lake WI,43.7802469,-88.9703796
1535,Barrow GA,33.9920094,-83.7123025
1536,Ochiltree TX,36.2787442,-100.8158636
1537,Lake TN,36.3339054,-89.4855365
1538,Tuscaloosa AL,33.2902197,-87.5227834
1539,Powhatan VA,37.5494041,-77.9128553
1540,Falls Church VA,38.884722,-77.1756027
1541,Muskingum OH,39.9660457,-81.9435064
1542,Bowman ND,46.1101438,-103.5059433
1543,Shackelford TX,32.7438198,-99.3470045
1544,Greene NY,42.2798211,-74.1420253
1545,Benton IA,42.0925474,-92.05763
1546,Halifax NC,36.2514375,-77.6448423
1547,Cheyenne KS,39.7899166,-101.7273254
1548,Garza TX,33.183792,-101.3011341
1549,Inyo CA,36.561977,-117.4039269
1550,Butler MO,36.7151802,-90.40313
1551,Hot Spring AR,34.3151767,-92.9441474
1552,Mills IA,41.0337028,-95.619101
1553,Yalobusha MS,34.0306661,-89.7038072
1554,Evangeline LA,30.7206932,-92.4040858
1555,Contra Costa CA,37.919479,-121.9515431
1556,Platte NE,41.5768655,-97.5134673
1557,Medina TX,29.3536614,-99.1110845
1558,Tolland CT,41.8580807,-72.3409779
1559,Mineral CO,37.5490672,-107.003236
1560,Floyd IN,38.3180811,-85.9118469
1561,Alpine CA,38.6217831,-119.7983522
1562,Pecos TX,30.773298,-102.7181533
1563,Roane TN,35.8472504,-84.5239292
1564,Jackson TX,28.9598019,-96.58908
1565,Windham CT,41.8249987,-71.9907017
1566,Tuscarawas OH,40.4474903,-81.4711052
1567,Campbell WY,44.1919995,-105.5170141
1568,Cross AR,35.2856921,-90.7639835
1569,Shelby AL,33.2630428,-86.6780894
1570,Manassas Park VA,38.7689451,-77.448767
1571,Big Horn MT,45.407869,-107.5181625
1572,Sioux NE,42.4706681,-103.7321705
1573,Colorado TX,29.596296,-96.5089347
1574,Jackson OK,34.5940059,-99.4122347
1575,Morehouse LA,32.8200082,-91.8003988
1576,Morgan IN,39.4826458,-86.4474573
1577,Troup GA,33.034482,-85.02836
1578,Humboldt CA,40.7066554,-123.9261757
1579,Sussex VA,36.9266454,-77.2597319
1580,Roosevelt NM,34.0212068,-103.4830039
1581,Ellis OK,36.2242576,-99.7501388
1582,Somerset NJ,40.5655273,-74.6199378
1583,Augusta VA,38.1719106,-79.1475571
1584,Polk MO,37.6167611,-93.4008166
1585,Oneida ID,42.1838954,-112.5204486
1586,Lincoln NM,33.7408411,-105.4498055
1587,Switzerland IN,38.8258545,-85.029681
1588,Carroll NH,43.8677742,-71.2015596
1589,Logan KS,38.9132702,-101.1574016
1590,Dane WI,43.0674684,-89.4178523
1591,Grant ND,46.3578269,-101.6390494
1592,Ionia MI,42.9446503,-85.073766
1593,Polk FL,27.9536488,-81.6935337
1594,Audrain MO,39.214481,-91.8434182
1595,Colleton SC,32.8350184,-80.6552438
1596,Greene AR,36.1206072,-90.5663459
1597,Henry KY,38.4513829,-85.1196472
1598,Wheeler NE,41.9225747,-98.5208533
1599,Greenbrier WV,37.9244177,-80.4505897
1600,Dickenson VA,37.1367011,-82.3492199
1601,Bristol VA,36.6169541,-82.1575641
1602,Will IL,41.4484742,-87.9784564
1603,Deaf Smith TX,34.9407663,-102.6075637
1604,Clay MO,39.3155512,-94.4215024
1605,Des Moines IA,40.9153393,-91.1869253
1606,Cumberland NJ,39.3284336,-75.1216277
1607,Bastrop TX,30.1007718,-97.3106392
1608,Laurel KY,37.1132678,-84.119395
1609,Linn MO,39.8644404,-93.108019
1610,Red River TX,33.6196255,-95.0484293
1611,Chatham GA,31.9804037,-81.085184
1612,McCone MT,47.6296277,-105.757222
1613,Lee SC,34.1586401,-80.2512086
1614,Wyoming NY,42.7013627,-78.2285667
1615,Martinsville VA,36.6835269,-79.8636475
1616,Macoupin IL,39.2659138,-89.9263301
1617,Jefferson IL,38.3007796,-88.92421
1618,Sheridan KS,39.3505465,-100.4412278
1619,Sutter CA,39.0361898,-121.7039397
1620,Smith TX,32.3770156,-95.2700409
1621,Grant WA,47.2136328,-119.467788
1622,Bee TX,28.4160769,-97.7425858
1623,Adams WA,47.0112378,-118.5128614
1624,Esmeralda NV,37.7789658,-117.6323824
1625,Newton GA,33.5440407,-83.8551837
1626,Hunterdon NJ,40.5652832,-74.9119695
1627,Cheatham TN,36.2551687,-87.1008077
1628,O'Brien IA,43.0837455,-95.6256244
1629,Walker AL,33.7915581,-87.3010936
1630,Montgomery AL,32.2028812,-86.2044615
1631,Brunswick NC,34.0387542,-78.2277653
1632,Union PA,40.962179,-77.0554751
1633,Washington IA,41.3294012,-91.7250523
1634,Scott TN,36.435234,-84.50352
1635,Daniels MT,48.794429,-105.5417385
1636,Sioux IA,43.082646,-96.1780098
1637,Orange NY,41.4024096,-74.3062522
1638,Grand CO,40.1130652,-106.1108366
1639,Wyandot OH,40.8397816,-83.313681
1640,Cass IA,41.3338235,-94.9333023
1641,Beaver PA,40.6841401,-80.3507209
1642,Adair OK,35.8980428,-94.6510258
1643,Lincoln WY,42.2299932,-110.6829614
1644,Calcasieu LA,30.2295588,-93.3580154
1645,Musselshell MT,46.5052807,-108.4397631
1646,Moody SD,44.0124293,-96.6760536
1647,Wetzel WV,39.59818,-80.6353994
1648,Monroe TN,35.4478181,-84.249705
1649,Hamilton KS,37.9952438,-101.7936887
1650,Perry AL,32.6390053,-87.2938269
1651,Cook GA,31.1525157,-83.4294448
1652,Lauderdale TN,35.7629507,-89.6277318
1653,Mercer IL,41.2056046,-90.7417698
1654,Fort Bend TX,29.5266017,-95.7710149
1655,Sibley MN,44.5757343,-94.2301232
1656,Upson GA,32.8818367,-84.2922831
1657,Macon IL,39.8602372,-88.9615288
1658,Trujillo Alto PR,18.3353871,-66.0037874
1659,Rowan NC,35.6413551,-80.5217214
1660,Cabell WV,38.4195778,-82.2433966
1661,San Diego CA,33.0236041,-116.7761174
1662,Warren TN,35.6782498,-85.7773428
1663,Tompkins NY,42.4530063,-76.4734835
1664,Kendall IL,41.5881403,-88.4306257
1665,Fayette IA,42.8641219,-91.8403761
1666,Perry MS,31.1693073,-88.9887554
1667,Walworth SD,45.4276046,-100.0278563
1668,Tift GA,31.4570027,-83.5259307
1669,Petersburg AK,57.1124581,-133.0085979
1670,Miller MO,38.2166802,-92.4298762
1671,Buchanan MO,39.6603695,-94.8081728
1672,Chisago MN,45.5054439,-92.9038486
1673,Colfax NM,36.6129638,-104.6401105
1674,Huerfano CO,37.6878154,-104.9599278
1675,Madison VA,38.4120586,-78.2769614
1676,Johnson KS,38.8839065,-94.8223295
1677,Winona MN,43.9822682,-91.7767076
1678,Clay KY,37.1642731,-83.7154733
1679,Dorchester MD,38.4291957,-76.0474333
1680,McHenry ND,48.2338417,-100.6332668
1681,Laurens SC,34.4836761,-82.0054976
1682,Woods OK,36.7269843,-98.863649
1683,Silver Bow MT,45.8962319,-112.6600714
1684,Harmon OK,34.745971,-99.8441936
1685,Coweta GA,33.3528965,-84.7621381
1686,Westchester NY,41.1526862,-73.7457526
1687,Clinton IL,38.6062953,-89.4262278
1688,St. Clair MI,42.9288035,-82.6689135
1689,Lamoille VT,44.6037037,-72.6389224
1690,Kane UT,37.2750892,-111.815329
1691,Meeker MN,45.1231555,-94.527346
1692,Martin FL,27.0836036,-80.3982011
1693,Oconto WI,44.9965754,-88.2065162
1694,Gosper NE,40.5090947,-99.8232058
1695,Greenville SC,34.8926452,-82.3720772
1696,Arthur NE,41.5719297,-101.6959166
1697,Rutherford NC,35.4027469,-81.9195825
1698,Johnson NE,40.3950099,-96.2653668
1699,Grundy IL,41.2924096,-88.4010545
1700,Penobscot ME,45.4092843,-68.666616
1701,Lake and Peninsula AK,58.1085067,-156.4134134
1702,Murray MN,44.0155943,-95.7615809
1703,Coffee TN,35.4887654,-86.0782018
1704,Perry IL,38.0843809,-89.3685249
1705,McKean PA,41.8145902,-78.5724631
1706,Larimer CO,40.6580933,-105.4867638
1707,Guayama PR,17.9739287,-66.1374675
1708,Washoe NV,40.7313196,-119.6632695
1709,Jasper IL,39.0048737,-88.1507629
1710,Utuado PR,18.270865,-66.7029886
1711,Bradley TN,35.1539144,-84.8594137
1712,Liberty TX,30.1585081,-94.8440607
1713,Ben Hill GA,31.7407715,-83.147197
1714,Campbell KY,38.9469811,-84.3795832
1715,Terrebonne LA,29.3341299,-90.8436739
1716,Cherokee SC,35.0497962,-81.6076469
1717,Hardeman TX,34.2899036,-99.7456973
1718,Davie NC,35.9293554,-80.5425524
1719,San Germán PR,18.1077999,-67.0372633
1720,Noble IN,41.4046794,-85.4172708
1721,Clay IN,39.3939279,-87.1158582
1722,Hughes SD,44.3844521,-99.9756842
1723,Starr TX,26.5309027,-98.7402346
1724,Loving TX,31.8449361,-103.5612293
1725,Orange CA,33.6756872,-117.7772068
1726,Leake MS,32.7606302,-89.5222495
1727,Humboldt IA,42.7822212,-94.2027754
1728,Edgar IL,39.679037,-87.7471102
1729,Hardin OH,40.6604152,-83.6640773
1730,Missaukee MI,44.325424,-85.0854708
1731,Golden Valley ND,46.9389237,-103.8446117
1732,King TX,33.6142675,-100.2453455
1733,Kenedy TX,26.8902129,-97.5911434
1734,Lafourche LA,29.4919925,-90.394849
1735,Trimble KY,38.6200401,-85.3512075
1736,Norton KS,39.7838666,-99.8992352
1737,Spink SD,44.9237717,-98.3396152
1738,Benton TN,36.0709478,-88.0712321
1739,Louisa VA,37.9727041,-77.959795
1740,Monroe IN,39.1607286,-86.52331
1741,Lucas IA,41.033344,-93.3314666
1742,Douglas MN,45.9368293,-95.462156
1743,Williams OH,41.5649587,-84.5843235
1744,Whitfield GA,34.8017261,-84.968541
1745,Spalding GA,33.2623481,-84.2849046
1746,Franklin IA,42.7365451,-93.2714152
1747,Newport RI,41.5025036,-71.2836888
1748,Roberts TX,35.838596,-100.8366824
1749,Livingston NY,42.7274845,-77.7697795
1750,Mercer MO,40.4214135,-93.5676313
1751,Columbia WI,43.4718818,-89.3304721
1752,Wheeler TX,35.3925926,-100.2531067
1753,Clark WI,44.7393462,-90.6099532
1754,Acadia LA,30.291497,-92.4110366
1755,Summit OH,41.1218471,-81.5349279
1756,Lawrence AR,36.0410983,-91.1011529
1757,Juneau WI,43.9328362,-90.1139837
1758,Rusk WI,45.472734,-91.1367448
1759,Waukesha WI,43.0183677,-88.3042404
1760,Hendricks IN,39.7689632,-86.5099075
1761,Schenectady NY,42.8175516,-74.0435592
1762,Colfax NE,41.57496,-97.0889449
1763,Ida IA,42.3918601,-95.5074206
1764,Steuben NY,42.2667252,-77.3855253
1765,Jasper IN,41.0176883,-87.1188137
1766,Hutchinson SD,43.3367101,-97.7493828
1767,Douglas SD,43.3915064,-98.3584331
1768,Worcester MD,38.2221332,-75.3099315
1769,Marshall OK,34.0270068,-96.770533
1770,Independence AR,35.7374992,-91.5599423
1771,Lonoke AR,34.7551137,-91.894132
1772,Colbert AL,34.703112,-87.8014569
1773,Person NC,36.3863503,-78.9656233
1774,Trego KS,38.9213022,-99.865423
1775,Lincoln GA,33.7921507,-82.4482992
1776,Jefferson NE,40.1757356,-97.1431027
1777,Newton MO,36.9083713,-94.335034
1778,Los Angeles CA,34.1963983,-118.2618616
1779,Lamar MS,31.1975865,-89.5063691
1780,Garfield MT,47.2671843,-106.9959912
1781,Carroll MS,33.4407948,-89.918887
1782,Harrison TX,32.5479914,-94.3744344
1783,Rogers OK,36.3777941,-95.6013835
1784,Crane TX,31.4227965,-102.4877739
1785,Alcona MI,44.6825347,-82.8340784
1786,Webster MO,37.2808043,-92.8760795
1787,Cass IN,40.7537986,-86.3551685
1788,Lee KY,37.608116,-83.7192475
1789,Box Elder UT,41.276061,-113.126226
1790,Wilkinson GA,32.8042663,-83.1755122
1791,Crowley CO,38.3061801,-103.7727363
1792,Custer NE,41.3938927,-99.7268662
1793,Bolivar MS,33.7991391,-90.8841199
1794,San Jacinto TX,30.5743884,-95.1631363
1795,Richland OH,40.774159,-82.5427812
1796,Kaufman TX,32.5989442,-96.2883773
1797,Greenlee AZ,33.2388723,-109.2423231
1798,Clay GA,31.6198309,-84.9925826
1799,Rota MP,14.1524934,145.2129037
1800,Lake OR,42.7884009,-120.3897896
1801,Treutlen GA,32.4095857,-82.5708819
1802,Martin TX,32.3098298,-101.9618363
1803,Jackson IA,42.1642256,-90.5745819
1804,Candler GA,32.4039497,-82.0712656
1805,Coosa AL,32.9314453,-86.2434818
1806,Vanderburgh IN,38.0200703,-87.5861659
1807,Middlesex NJ,40.4396214,-74.4074303
1808,Bristol MA,41.748588,-71.088894
1809,Washington NY,43.3123766,-73.4394282
1810,Hidalgo NM,31.8980519,-108.7519293
1811,Montezuma CO,37.3380247,-108.5957864
1812,Cedar MO,37.7336549,-93.8500144
1813,Cascade MT,47.3165751,-111.3502622
1814,Livingston MI,42.6025316,-83.9117183
1815,Lake SD,44.0284497,-97.1232229
1816,Caswell NC,36.3942984,-79.339609
1817,Bedford VA,37.3122568,-79.5272234
1818,Washington AR,35.978001,-94.2172695
1819,Scott VA,36.7127756,-82.6136238
1820,Phillips CO,40.5947117,-102.3451047
1821,Oktibbeha MS,33.4223134,-88.8761514
1822,Floyd KY,37.552456,-82.7397239
1823,Haywood NC,35.5588823,-82.9813074
1824,Worth GA,31.5517733,-83.8499598
1825,Whitley KY,36.7580237,-84.1446485
1826,Pawnee NE,40.1378496,-96.2452254
1827,Elko NV,41.1411327,-115.3514239
1828,Lyon NV,39.0222125,-119.1974246
1829,Custer OK,35.6456012,-98.9973857
1830,Perry OH,39.7431874,-82.2379525
1831,Hopewell VA,37.2910098,-77.2989443
1832,Del Norte CA,41.763958,-124.003614
1833,Pushmataha OK,34.377899,-95.4080818
1834,Echols GA,30.7140081,-82.8973758
1835,Bladen NC,34.5919375,-78.5394885
1836,Warren MO,38.761902,-91.1593065
1837,Monroe WI,43.9451751,-90.6199687
1838,Union KY,37.6580293,-87.9516496
1839,Stearns MN,45.5552345,-94.6104822
1840,Claiborne TN,36.501572,-83.6606975
1841,Northern Islands MP,16.028784,146.001994
1842,Jackson KY,37.4034585,-84.0205757
1843,East Baton Rouge LA,30.5439297,-91.093131
1844,Toole MT,48.6451246,-111.7334723
1845,Schley GA,32.2634439,-84.3227083
1846,Fremont ID,44.2180909,-111.484429
1847,Chippewa WI,45.0690918,-91.2835054
1848,Pulaski KY,37.1073741,-84.5769534
1849,Lanier GA,31.0381973,-83.0631635
1850,Panola MS,34.3652052,-89.9630654
1851,Denton TX,33.205132,-97.1211403
1852,Crawford IA,42.0431192,-95.3890903
1853,Brooks GA,30.8229337,-83.5819054
1854,Miller GA,31.1629309,-84.7303983
1855,Allen LA,30.6527435,-92.8196052
1856,Stillwater MT,45.6585447,-109.3815759
1857,Chemung NY,42.1552804,-76.7471791
1858,Cape Girardeau MO,37.3841408,-89.6856575
1859,Garden NE,41.6333638,-102.3029845
1860,Taylor WV,39.3324778,-80.0465539
1861,Río Grande PR,18.3763694,-65.7984342
1862,Austin TX,29.8919013,-96.2701696
1863,Prince Edward VA,37.2248813,-78.4329574
1864,Hardee FL,27.4928458,-81.8215798
1865,Wayne IN,39.8630908,-85.0067351
1866,McCreary KY,36.7311363,-84.4910515
1867,Sanpete UT,39.3825309,-111.5728826
1868,Kearny KS,37.9944614,-101.3081363
1869,Washington VT,44.2749884,-72.6095138
